username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation,status_lem,translated_occupation_lem,translated_occupation_category
 Jimlove,50.0,engineer,divorced,male,nice outspoken person loves everything makes smile feel good Am fun loving romantic caring honest,nl,1,engineer,divorced,engineer,engineer
 jimmartins655,52.0,self employed,widowed,male,I easy going man good sense humour I like hangout loved ones I simple man I like pets I happy person I take life soft simple Get closer get know better,en,1,self employed,widowed,self employed,self employed
 jimmiew23,54.0,oil and gas engineer,widowed,male,I kind nice Guy I sociable cheerful I friendly people I like pleasant communication intelligent interesting people I humorous optimist I also romantic tender passionate man I sensible touchable And I try avoid rude peopleIn free time I like going sport jogging exercises I like read books cooking favorite dishes watching movies I many flowers house I like animals,en,1,oil and gas engineer,widowed,oil and gas engineer,trade
 Jimmy32,56.0,self employed,divorced,male,Single dad one Daughter 58 brown eyes dark brown hair Caucasianwhite Clever Quick Witted sense humor dont smoke dont drink christian I like Dining Outdoor Activities Reading Watching Sports ComputersInternet Playing SportsI nice man seeking caring honest woman spend rest life I looking woman 50_55 long time companionshipSo interesting Look,en,1,self employed,divorced,self employed,self employed
 jimmy438,74.0,self employed,widowed,male,Im man likes take road less traveled I enjoy little things life bring smile face Im caring show affection easily slow anger Im looking someone afraid show affection passionate enjoys sharing thoughts feelings A woman appreciates Gods gifts enjoys little things life offer,en,1,self employed,widowed,self employed,self employed
 jimotu,50.0,sailor,widowed,male,I Jim Germany working Switzerland Am fun person Am simple hard working man always believes There much know get talk,fi,1,sailor,widowed,sailor,trade
 jinso7777,45.0,sales,single,female,I family oriented person There morebut would better find things yourselfI really interested wanting know whatmakes special person today,et,1,sales,single,sale,office
 jjpot01,41.0,selfemployed,single,male,I kinda lovely man know want lifelong term relationship right man seeking nowyou reason delete appMan ready travel share rest life someone lovely wellcould one,en,1,selfemployed,single,selfemployed,self employed
 jkatie1982,34.0,selfemployed,single,female,Cool love caring person love family friend like hunting fishing go cinema honest truthful,en,1,selfemployed,single,selfemployed,self employed
 Jmaes67,60.0,marketing,widowed,male,Swimming dancing running cooking AM HONEST AND GOD FEARING TOO LOVELY CARING NICE,da,1,marketing,widowed,marketing,office
 jmcnerny47,48.0,Civil engineering,widowed,male,Hello I often drawn philosophy If imagine achieve dream become I would love find someone would like make life together Communication important need woman I want spend time whether dating getting know I romantic consider affectionate Being loved able love important My dedication chosen career gets ever new contract execute year Im working really hard trying find better balance life But I know take time time time could say I getting better putting first things first I know people life take priority things But might remind time time Im perfect dont expect either I know someone special life important responsibility well I deep love people respect fellow citizens earth making commitments I care love It important woman I find also share characteristics I see professional guy competent knowledgeable career time loves experience really important life love Thanks taking time read I look forward meeting one great After life journey destination meet people along way purpose That purpose may always clear first everyone meet something teach world life power lies within I looking woman open mind great perception ideal relationship build total honesty sincerity mutual understanding tolerance ideal person also need want share everything must secretes lies deceptions The woman must Honest caring kind generous good sense humor funloving open minded thoughtful God fearing I believe unconditional love always striving freedom,nl,1,civil engineering,widowed,civil engineering,government
