username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
TiberiusCaio,28,Dentist,single,male,hispanic Straight Other social smoker social drinker Fun Friendship Romance Serious Relationship,de,0,Dentist
Tifany,35,Cocinera,divorced,female,hispanic Straight Other light smoker occasional drinker Serious Relationship,it,0,cook
Tigger,60,Medical,divorced,female,white Straight Christian light smoker social drinker Serious Relationship,es,0,Medical
Tigre18,47,Independiente,separated,male,hispanic Bisexual Christian nonsmoker occasional drinker Marriage,nl,0,Independent
Tigre8637,35,Empresario,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship Marriage,pt,0,Entrepreneur
Tileo,26,Hotel,single,male,hispanic Straight Other nonsmoker never Serious Relationship,nl,0,Hotel
Timaure,28,Obrero,single,male,white Straight Other nonsmoker occasional drinker Friendship Romance,de,0,Worker
Timjones_39,63,Truck driver,divorced,male,white Straight Christian nonsmoker social drinker Serious Relationship,sv,0,Truck driver
Timothy28332,50,electrician,divorced,male,white Straight Christian light smoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,electrician
Tina000,43,Farmer,separated,female,pacific islander Straight Christian nonsmoker never Friendship,da,0,Farmer
Tina1537,23,Oficina,single,female,black Straight Christian nonsmoker social drinker Romance Serious Relationship,it,0,Office
Tinyteddybear41,41,Disabled,divorced,male,white Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,tl,0,Disabled
TishaB7250,35,Photographer,separated,female,black Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship,en,0,Photographer
Tita16,47,Administrativo,single,female,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,pt,0,Administrative
TmahonX,33,Supervisor,separated,male,white Straight Other nonsmoker social drinker Friendship Romance,it,0,Supervisor
TMarcus,42,Retail Manager,divorced,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Romance,id,0,Retail Manager
Tmman23,31,Contractor,in relationship,male,white Straight Other nonsmoker occasional drinker Fun Friendship,es,0,Contractor
Tobi,58,Comercio,single,male,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,pt,0,Trade
Tobyrl,46,Amazon,divorced,male,white Straight Christian social smoker never Fun Friendship,hu,0,Amazon
toddb6177jss,60,Retired,separated,male,white Straight Christian light smoker never Friendship Romance,en,0,Retired
Toddie65,57,Retired,divorced,female,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,da,0,Retired
Tofime,28,Engineering,single,male,mixed Straight Muslim social smoker social drinker Friendship Romance Serious Relationship Marriage,af,0,Engineering
Toledano,43,Funcionario,separated,male,white Straight Atheist nonsmoker social drinker Serious Relationship Marriage,es,0,Official
tombo_1105,33,contador,single,male,hispanic Straight Christian social smoker social drinker Romance,pt,0,contador
Tomka0904,58,Ingeniero,separated,male,hispanic Straight Spiritual nonsmoker social drinker Romance Serious Relationship,af,0,Engineer
tommy43,44,carpintero,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,it,0,carpenter
Tommyp80,43,Chef,single,male,white Straight Other light smoker occasional drinker Fun Friendship Romance,cy,0,Chef
Tommy_MB,23,Barbero,single,male,white Homosexual Other nonsmoker never Serious Relationship,id,0,Barber
tomsfatboy,65,retired,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,da,0,retired
Tomy131,39,Técnico,single,male,hispanic Straight Other nonsmoker social drinker Romance,pt,0,Technician
Tomygunnzzz,39,Self employed,single,male,white Straight Spiritual light smoker never Fun,en,0,Self employed
Tonde,34,Student,single,male,black Straight Christian nonsmoker never Serious Relationship,de,0,Student
Tonelo,49,Tutor,divorced,male,black Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,sk,0,Tutor
Tonet,61,Administración,separated,male,white Straight Atheist light smoker never Serious Relationship,es,0,administration
Tongolele,51,Independiente,widowed,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,nl,0,Independent
Toni012020,34,Contador,single,male,hispanic Straight Christian light smoker occasional drinker Fun Friendship Serious Relationship,pt,0,Contador
toni58,63,Engineering,in relationship,male,white Straight Other nonsmoker occasional drinker Friendship,af,0,Engineering
Tontolon,39,Soldador,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,pt,0,Welder
Tony007,30,Ingeniero,single,male,hispanic Homosexual Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,af,0,Engineer
Tony10,42,Mercadeo,single,male,hispanic Straight Christian nonsmoker never Marriage,es,0,Marketing
Tony191,30,Emprendedor,single,male,mixed Straight Christian nonsmoker social drinker Marriage,pt,0,Entrepreneur
tony2222,48,profesor,separated,male,white Straight Spiritual nonsmoker never Serious Relationship,en,0,professor
Tony85,36,Comercio,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,pt,0,Trade
Tony91,30,Estudiante universitario,single,male,hispanic Straight Other nonsmoker never Serious Relationship Marriage,it,0,College student
TonyJ600,66,Retired,in relationship,male,white Straight Atheist nonsmoker occasional drinker Fun,tr,0,Retired
Tonylima,47,Abogado,separated,male,white Straight Other nonsmoker never Fun Friendship Serious Relationship Marriage,so,0,lawyer
Tonylondon,41,It,single,male,white Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,en,0,It
Tonyrican1983,38,Logistics,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship Marriage,en,0,Logistics
tonyshaw,78,Retired,divorced,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship,tr,0,Retired
tonytony,31,independiente,single,male,hispanic Straight Other social smoker social drinker Fun,nl,0,Independent
Toolino,66,Empresario,separated,male,white Bisexual Other nonsmoker occasional drinker Friendship Serious Relationship,pt,0,Entrepreneur
Topinka70,43,Disability,single,male,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,tl,0,Disability
Torman,38,engineer,single,male,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,nl,0,engineer
TorresLizazo,37,Salud,divorced,male,white Straight Christian nonsmoker never Serious Relationship,et,0,Health
Toure0207,37,Manager,single,male,black Straight Muslim nonsmoker never Marriage,tl,0,Manager
Toyito55,56,Independiente,divorced,male,hispanic Straight Christian nonsmoker never Marriage,nl,0,Independent
tpizone,54,Sales,single,male,white Straight Other nonsmoker social drinker Romance Marriage,fr,0,Sales
Tr3nt4621996,29,Truck driver,single,male,black Straight Christian social smoker never Fun Friendship,sv,0,Truck driver
Trace21,48,Housekeeper,single,female,white Straight Christian nonsmoker never Serious Relationship,af,0,Housekeeper
Tracie,57,Self employed,divorced,female,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,en,0,Self employed
Transit,38,IT,single,male,white Straight Spiritual nonsmoker social drinker Romance Serious Relationship,id,0,IT
Travelagent,40,Electronic,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,es,0,Electronic
Travelingman426,41,Truck driver,single,male,pacific islander Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,sv,0,Truck driver
Travieso69,28,Empresario,single,male,hispanic Straight Other nonsmoker never Fun Friendship Romance,pt,0,Entrepreneur
Treece86,35,Customer Service,in relationship,female,native american Bisexual Christian light smoker occasional drinker Friendship Romance,en,0,Customer Service
TrekAk,48,Construction,divorced,male,white Straight Christian light smoker never Fun Friendship Romance Serious Relationship Marriage,en,0,Construction
Tremein80,41,Hvac,separated,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,hr,0,Hvac
Trentmitchell,52,Construction,divorced,male,white Straight Other light smoker social drinker Fun Friendship Romance Serious Relationship,en,0,Construction
trevortp,66,retired,divorced,male,asian Straight Christian nonsmoker social drinker Serious Relationship,da,0,retired
Trevpix,58,Photographer,single,male,white Straight Spiritual nonsmoker social drinker Fun Friendship Romance Serious Relationship,en,0,Photographer
trilli92,29,agricultor,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship Serious Relationship,ro,0,farmer
Trinilady,37,Government Worker,separated,female,black Straight Christian nonsmoker never Marriage,en,0,Government Worker
trinillo,54,profesor,single,male,hispanic Straight Spiritual nonsmoker never Serious Relationship,en,0,profesor
Trinisweet,62,Business Owner,in relationship,male,black Straight Christian social smoker never Friendship,de,0,Business Owner
Trish02,67,Retired,widowed,female,black Straight Christian nonsmoker social drinker Friendship,da,0,Retired
Troll1953,68,Retired,single,male,mixed Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,tr,0,Retired
Troya64,58,Profesor,divorced,male,hispanic Straight Spiritual social smoker never Serious Relationship,en,0,Profesor
Trucker314,37,Truckdriver,single,male,white Straight Atheist social smoker social drinker Friendship Romance Serious Relationship,sv,0,Truckdriver
trustandlove,57,Own business,divorced,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,en,0,Own business
Trymoree,32,Student,single,male,mixed Straight Christian nonsmoker never Fun Friendship Serious Relationship Marriage,de,0,Student
Tulips88,33,Stay at home mom,in relationship,female,white Straight Other nonsmoker never Fun Friendship,en,0,Stay at home mom
Tunegrobello,32,Técnico,single,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,pt,0,Technician
Turco,36,Ambientalista,single,male,native american Straight Spiritual nonsmoker occasional drinker Serious Relationship,es,0,Environmentalist
turjan,60,Autonomo,widowed,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,it,0,Autonomous
turoduro19,35,Cocinero,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,es,0,Cook
Tx4,36,Engineer,single,male,white Straight Atheist social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,af,0,Engineer
tygerr,51,chofer,single,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Serious Relationship Marriage,cy,0,driver
Tystikk22,30,Laborer,single,male,white Straight Christian light smoker social drinker Fun,es,0,Laborer
TZ,46,Manager,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,tl,0,Manager
Uknowhoo,37,Assistant,separated,female,mixed Straight Other social smoker social drinker Fun Friendship Romance,fi,0,Assistant
ulices_chavez,29,trader,single,male,hispanic Straight Christian nonsmoker never Romance Serious Relationship Marriage,sv,0,trader
Ulises300,25,Construction,single,male,hispanic Straight Spiritual social smoker social drinker Fun Friendship Romance,en,0,Construction
Unico,51,Agrónomo,divorced,male,hispanic Straight Other light smoker occasional drinker Friendship Romance Serious Relationship Marriage,pt,0,Agronomist
UniqueUser1,33,Data Analyst,in relationship,male,white Straight Other social smoker social drinker Fun Friendship Romance,tl,0,Data Analyst
Univercom86,35,Agente de seguridad,single,male,mixed Straight Christian social smoker never Serious Relationship,pt,0,Security agent
Uroboros,31,Emprendedor,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship,pt,0,Entrepreneur
Uru,33,Desempleada,single,female,white Straight Other nonsmoker never Friendship Romance Serious Relationship Marriage,es,0,unemployed
Usaguy47,48,Construction,single,male,white Straight Spiritual nonsmoker social drinker Romance Serious Relationship Marriage,en,0,Construction
USguyforyou,48,Business,single,male,white Straight Christian nonsmoker never Fun Friendship Romance Serious Relationship Marriage,de,0,Business
USSingleguy,40,Truck driver,divorced,male,white Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,sv,0,Truck driver
usu0111,65,empresario,single,male,white Straight Other nonsmoker never Fun Friendship Romance Serious Relationship Marriage,pt,0,entrepreneur
