username,age,occupation,status,gender,filtered sentence,y,translated_occupation
Sandralee1,59,Civil engineering,single,female,Dear Friend My name Mrs Sandra Lee I dying woman decided donate I order help needy I 57 years old I diagnosed cancer 9 years ago immediately death husband left inheritance,1,Civil engineering
Singlegay2O17,59,military doctor,widow,male,Im god fearing consider nice guy tell truth thats else say All I know I treat people way I would like treated thats lovedignity respect looking nice A lovingcaring understandingeasy going hardworkingGod fearing,1,military doctor
smithfieldjonathan62,59,self-employed,widow,male,hello single father looking right one,1,self-employed
stevek,59,self-employed,widow,male,Hi I read profile impressed I recently became member site searching friend first allmy Soul Mate someone grow hopefully love life Here little introduction I Steve Kilgor name Im widower I like Music Sports Reading I involved activities aswell lets leave next messageI would like know youI apologize seem forward dont mind exchange email way send photostalk comfortably learn reach mtndewskhotmailcom I eagerly waiting read back soon Regards Steve,1,self-employed
terry1957,59,military,widow,male,I romantic like spend lot personal time woman athletic strong healthyI enlighten person great values I seek harm anyone colors dont run I protect I devoted I assure need fear If seek happiness seek meI person real comes life issuesAm honestkind caringaffectionategood sense humoreasy goingfree thinkertrustworthy respect lives people,1,military
tomtom,59,Government,single,male,My name Mark cool guy dont much say believe actions speaks louder voice Im looking one woman best friend lover soul mate,1,Government
wilfred58,59,consultant,widow,male,I would like describe straightforward person likes take things stride level headed manner Life quite exciting galore opportunities experiences offer I feel one always make right use I adventurous nature I like take new challenges I would love travel world explore new cultures I one daughter living married She husband check daily phone lonely life still remains I value good friendshiprelationship based trust respect acceptance I believe loving affectionate giving taking keeps relationship going,1,consultant
willbill,59,Engineer,widow,male,I intelligent professional I love spending time family I care I would like find intelligent attractive lady enjoys dinners city finding great place smaller towns nearby going movies finding new places interest adventures looking others eyes someone cares I grounded know I want So okay Im little picky special someone share relationship guy always best friend We great time filled laughter caring goes I play games please move If love travel Im guy If looking honest guy true gentleman send email,1,Engineer
activegrg3,60,sales,single,male,I active attractive guy enjoys go I love keep moving I eat healthy food go gym every day I believe work hard pays I hardworking determined person believes true love I think parties work hard order relationship successful I looking person also enjoys life also active like I see baby man like man sense humor With stable life position course great family values He superman goaloriented selfconfident Well course hero I want fall love head heels make beloved happiest person world,1,sales
Alexthomas450,60,doctor,widow,male,I Surgeon Doctor united kingdompresently working United Nation UN Soldiers Syriai sent President Barrack Obama secure taking care health USA Soldiers Army lives I like meet someone spend rest life OR I Am doctor Charles luiz Dublin Ireland good sense knowledge work United nation Syria special assignment treat worded Army peace keeping mission Syria would love meet lovely lady love,1,doctor
allerstefan,60,marine engineer,divorced,male,Simple man kind heart passionate optimistic future A lover Clean environment I love take care old poor also volunteer community development I born Christian God reason alive todayI love arts partipate several sports,1,marine engineer
